partner_id,country,city,vehicle_type,tenure_months,registration_date,trip_completion_rate,avg_customer_rating,consistency_score,cancellation_rate,total_trips,monthly_earnings_usd,earning_volatility,peak_hours_utilization,weekend_activity_ratio,feature_adoption_score,platform_activity_days_per_month,grabpay_usage_frequency,referral_count,traditional_credit_score,nova_score,risk_category,vehicle_loan_eligible,business_loan_eligible,max_loan_amount_usd,interest_rate_offered,last_30_days_trips,recent_rating_trend,recent_earnings_trend
GRB_004167,Indonesia,Jakarta,Motorcycle,1.6,2025-07-11,0.872,4.63,0.594,0.077,347,759.02,0.25,0.707,0.542,0.42,24.4,11.9,1,463.0,561,Medium,True,False,7590.16,15.4,131,-0.05,0.0
GRB_004168,Indonesia,Bandung,Motorcycle,17.5,2024-03-20,0.938,4.95,0.933,0.117,4559,868.69,0.224,0.399,0.473,0.448,28.5,8.7,4,,639,Medium,True,False,8686.87,16.0,203,0.03,0.15
GRB_004170,Indonesia,Bandung,Car,3.6,2025-05-12,0.773,4.08,0.647,0.057,647,883.7,0.363,0.777,0.93,0.432,19.2,2.2,0,,531,Medium,True,False,8837.01,14.2,74,-0.01,0.09
GRB_004172,Indonesia,Jakarta,Motorcycle,7.0,2025-01-28,0.909,4.0,0.598,0.13,1268,579.56,0.398,0.388,0.145,0.231,14.1,26.1,1,,456,High,False,False,2897.79,18.7,72,-0.12,-0.1
GRB_004174,Indonesia,Surabaya,Car,17.2,2024-03-31,0.988,4.75,0.95,0.074,4462,2025.1,0.161,0.713,0.691,0.395,26.4,7.6,3,707.0,655,Low,True,True,30376.53,10.1,209,-0.05,-0.07
GRB_004175,Indonesia,Jakarta,Motorcycle,18.6,2024-02-18,0.958,4.81,1.0,0.067,4824,1237.21,0.144,0.743,0.69,0.774,28.4,5.3,8,,658,Low,True,True,18558.22,11.3,202,0.12,-0.14
GRB_004177,Indonesia,Surabaya,Motorcycle,6.8,2025-02-06,0.911,4.91,0.991,0.041,1755,1437.57,0.156,0.749,0.112,0.478,22.8,26.9,1,,613,Medium,True,True,14375.74,14.3,210,-0.02,-0.09
GRB_004178,Indonesia,Jakarta,Car,6.7,2025-02-08,0.909,4.5,0.853,0.075,1472,1272.53,0.182,0.901,0.184,0.546,23.9,0.7,4,,579,Medium,True,True,12725.28,13.9,128,0.15,-0.07
GRB_004182,Indonesia,Medan,Car,18.6,2024-02-18,1.016,4.62,1.0,0.101,4827,2070.07,0.11,0.165,0.671,0.59,27.0,11.1,5,552.0,684,Low,True,True,31051.03,8.4,211,-0.12,0.13
GRB_004183,Indonesia,Surabaya,Motorcycle,9.2,2024-11-26,0.968,4.42,0.755,0.079,2014,693.58,0.244,0.41,0.71,0.523,26.4,8.3,4,641.0,590,Medium,True,True,6935.76,12.9,114,0.13,-0.04
GRB_004184,Indonesia,Jakarta,Motorcycle,13.2,2024-07-26,0.92,4.23,0.884,0.081,2912,805.34,0.255,0.843,0.267,0.381,20.6,13.6,6,562.0,566,Medium,True,True,8053.4,17.1,137,-0.11,-0.04
GRB_004185,Indonesia,Bandung,Motorcycle,2.0,2025-06-28,0.906,4.29,0.837,0.165,444,424.01,0.15,0.658,0.576,0.396,21.2,3.8,1,,543,Medium,True,True,4240.06,16.5,142,0.08,-0.11
GRB_004186,Indonesia,Surabaya,Motorcycle,13.8,2024-07-10,1.011,4.66,0.851,0.086,3587,1121.22,0.092,0.576,0.46,0.49,25.3,17.1,3,,634,Medium,True,False,11212.24,15.4,191,-0.13,0.25
GRB_004187,Indonesia,Surabaya,Car,4.9,2025-04-01,0.903,3.86,0.601,0.096,889,846.74,0.385,0.63,0.832,0.361,20.2,4.4,0,537.0,486,High,False,False,4233.72,20.4,71,-0.06,0.29
GRB_004189,Indonesia,Jakarta,Car,1.0,2025-07-29,1.002,5.13,1.0,0.109,259,1674.83,0.125,0.698,0.819,0.48,26.1,11.3,1,,651,Low,True,True,25122.52,11.9,201,0.14,0.02
GRB_004190,Indonesia,Jakarta,Motorcycle,26.4,2023-06-28,1.002,4.61,0.992,0.031,6864,945.68,0.214,0.566,0.4,0.624,27.3,16.1,11,658.0,635,Medium,True,False,9456.85,14.0,194,-0.01,-0.13
GRB_004193,Indonesia,Jakarta,Motorcycle,14.2,2024-06-29,0.887,4.35,0.943,0.061,3114,945.19,0.327,0.411,0.312,0.582,23.7,9.3,1,,610,Medium,True,False,9451.88,17.9,138,0.11,-0.12
GRB_004195,Indonesia,Surabaya,Motorcycle,4.5,2025-04-15,0.923,4.64,0.82,0.091,986,639.45,0.221,0.709,0.237,0.634,24.0,14.5,0,,554,Medium,True,True,6394.47,13.7,139,-0.04,-0.05
GRB_004197,Indonesia,Bandung,Motorcycle,7.7,2025-01-08,0.943,4.9,0.998,0.075,2009,774.69,0.082,0.527,0.302,0.717,25.9,9.8,0,552.0,595,Medium,True,True,7746.9,14.6,225,-0.08,0.11
GRB_004198,Indonesia,Bandung,Motorcycle,7.0,2025-01-31,0.953,4.59,1.0,0.141,1809,912.34,0.15,0.841,0.278,0.385,26.5,5.5,3,,607,Medium,True,True,9123.41,12.3,215,-0.07,0.12
GRB_004199,Indonesia,Surabaya,Motorcycle,2.0,2025-06-30,0.867,4.24,0.686,0.046,353,503.81,0.422,0.252,0.326,0.432,20.2,3.6,1,369.0,494,High,True,False,2519.03,19.9,70,-0.02,-0.14
GRB_004201,Indonesia,Medan,Motorcycle,8.7,2024-12-11,0.896,4.18,0.682,0.114,1557,521.99,0.444,0.795,0.066,0.37,21.1,3.9,3,,529,Medium,True,True,5219.87,14.2,78,0.07,-0.39
GRB_004203,Indonesia,Medan,Car,16.5,2024-04-21,0.951,4.82,0.961,0.125,4280,1958.62,0.165,0.767,0.096,0.449,28.0,2.2,5,,687,Low,True,True,29379.33,10.1,182,-0.26,0.04
GRB_004204,Indonesia,Bandung,Motorcycle,11.2,2024-09-27,0.831,4.02,0.717,0.056,2007,615.77,0.391,0.131,0.307,0.46,19.4,19.7,1,,537,Medium,True,True,6157.69,17.0,52,0.18,-0.13
GRB_004206,Indonesia,Jakarta,Motorcycle,8.4,2024-12-17,0.882,4.5,1.0,0.052,1856,650.34,0.209,0.213,0.213,0.44,25.9,2.2,0,,598,Medium,True,True,6503.45,12.3,167,-0.0,0.29
GRB_004207,Indonesia,Bandung,Motorcycle,15.0,2024-06-02,0.999,5.15,1.0,0.054,3911,1207.26,0.198,0.932,0.531,0.551,26.2,7.1,5,,634,Medium,True,True,12072.6,14.4,202,-0.03,0.07
GRB_004208,Indonesia,Jakarta,Motorcycle,13.1,2024-07-31,0.987,4.79,1.0,0.03,3405,1320.76,0.14,0.384,0.433,0.608,29.7,13.5,3,693.0,628,Medium,True,False,13207.56,14.2,206,0.05,-0.03
GRB_004211,Indonesia,Bandung,Motorcycle,3.8,2025-05-05,0.979,4.67,0.881,0.091,993,742.41,0.148,0.597,0.142,0.547,24.0,7.9,1,528.0,564,Medium,True,True,7424.11,17.2,190,0.08,0.01
GRB_004212,Indonesia,Medan,Motorcycle,8.7,2024-12-10,0.854,4.42,0.761,0.062,1564,323.48,0.406,0.367,0.886,0.5,19.2,6.3,4,,546,Medium,True,True,3234.78,17.7,64,0.12,0.12
GRB_004216,Indonesia,Surabaya,Car,20.7,2023-12-14,0.962,4.77,0.943,0.078,4562,1915.33,0.223,0.837,0.454,0.602,21.2,18.7,8,,671,Low,True,True,28730.0,10.1,129,-0.14,0.03
GRB_004217,Indonesia,Surabaya,Car,3.8,2025-05-07,0.896,4.73,0.852,0.12,826,1187.8,0.241,0.693,0.259,0.324,24.9,13.2,1,651.0,551,Medium,True,False,11878.03,13.2,126,0.01,-0.07
GRB_004220,Indonesia,Jakarta,Motorcycle,8.1,2024-12-27,0.939,4.45,0.7,0.059,1788,602.93,0.207,0.486,0.788,0.492,30.0,16.1,2,566.0,578,Medium,True,True,6029.33,16.0,112,0.11,0.36
GRB_004224,Indonesia,Jakarta,Motorcycle,17.4,2024-03-23,1.016,4.88,1.0,0.108,4532,1157.84,0.134,0.85,0.806,0.581,22.1,6.0,8,,629,Medium,True,False,11578.36,12.3,201,-0.21,0.2
GRB_004225,Indonesia,Medan,Motorcycle,18.8,2024-02-11,0.947,4.84,0.964,0.053,4881,1183.66,0.05,0.306,0.08,0.72,22.9,12.7,4,623.0,649,Medium,True,False,11836.57,13.4,211,-0.01,-0.28
GRB_004226,Indonesia,Bandung,Motorcycle,19.3,2024-01-26,0.98,5.2,1.0,0.101,5027,1172.16,0.166,0.947,0.502,0.582,19.7,18.8,6,,638,Medium,True,True,11721.56,16.2,169,-0.14,-0.13
GRB_004228,Indonesia,Surabaya,Motorcycle,2.2,2025-06-23,0.801,4.04,0.541,0.055,395,423.48,0.368,0.533,0.399,0.241,19.3,21.2,1,,498,High,True,False,2117.4,19.2,71,0.14,0.14
GRB_004229,Indonesia,Medan,Car,5.9,2025-03-04,0.864,4.23,0.598,0.07,1061,1004.33,0.398,0.322,0.761,0.308,21.6,13.6,1,479.0,533,Medium,True,True,10043.25,14.3,64,-0.19,0.02
GRB_004231,Indonesia,Medan,Motorcycle,15.2,2024-05-30,0.979,4.54,1.0,0.092,3940,1278.3,0.085,0.827,0.849,0.39,23.9,18.2,5,,617,Medium,True,True,12783.03,15.7,174,-0.03,0.06
GRB_004237,Indonesia,Bandung,Motorcycle,25.5,2023-07-26,0.939,4.64,0.775,0.106,5599,1122.33,0.252,0.659,0.915,0.622,18.6,3.0,8,634.0,624,Medium,True,False,11223.26,14.3,139,0.07,0.04
GRB_004238,Indonesia,Surabaya,Motorcycle,12.4,2024-08-20,0.955,4.9,0.965,0.054,3227,1283.88,0.091,0.043,0.175,0.589,22.9,15.6,6,550.0,635,Medium,True,True,12838.79,13.0,190,0.09,0.22
GRB_004240,Indonesia,Surabaya,Motorcycle,4.6,2025-04-12,0.904,4.67,0.784,0.04,1005,558.71,0.202,0.517,0.223,0.345,19.7,27.5,3,,571,Medium,True,True,5587.07,13.4,142,0.11,-0.11
GRB_004245,Indonesia,Bandung,Motorcycle,22.4,2023-10-25,1.014,4.7,0.942,0.12,5833,965.07,0.178,0.536,0.434,0.581,20.3,2.5,8,640.0,678,Low,True,True,14476.1,11.0,217,-0.0,0.06
GRB_004249,Indonesia,Medan,Motorcycle,6.6,2025-02-12,0.931,4.64,0.745,0.037,1441,669.01,0.187,0.813,0.121,0.371,23.4,10.8,1,516.0,569,Medium,True,True,6690.07,14.5,131,-0.21,-0.07
GRB_004250,Indonesia,Jakarta,Motorcycle,2.5,2025-06-12,0.891,4.23,0.682,0.139,558,707.29,0.25,0.707,0.237,0.415,22.1,13.7,0,300.0,544,Medium,True,True,7072.86,15.5,113,-0.11,-0.19
GRB_004252,Indonesia,Jakarta,Car,26.5,2023-06-23,0.932,5.11,1.0,0.136,6901,2859.64,0.139,0.39,0.863,0.69,29.8,10.3,11,787.0,704,Low,True,True,42894.66,11.7,181,-0.01,-0.27
GRB_004254,Indonesia,Bandung,Motorcycle,1.8,2025-07-06,0.866,4.63,0.873,0.076,388,640.59,0.202,0.542,0.494,0.461,26.6,0.7,0,,547,Medium,True,True,6405.95,13.1,124,-0.06,-0.09
GRB_004257,Indonesia,Medan,Motorcycle,10.4,2024-10-18,0.971,4.69,0.745,0.096,2297,463.46,0.284,0.294,0.811,0.448,25.4,8.9,2,,577,Medium,True,True,4634.58,15.9,132,-0.09,0.16
GRB_004258,Indonesia,Bandung,Motorcycle,2.9,2025-06-03,0.976,4.78,0.946,0.136,743,544.93,0.172,0.833,0.241,0.494,29.6,4.5,0,,586,Medium,True,True,5449.31,12.2,203,-0.12,-0.29
GRB_004261,Indonesia,Jakarta,Car,18.9,2024-02-06,1.006,4.8,1.0,0.064,4925,1996.51,0.157,0.167,0.219,0.536,27.3,3.9,7,,682,Low,True,True,29947.71,10.8,190,0.03,0.14
GRB_004262,Indonesia,Surabaya,Motorcycle,8.4,2024-12-19,0.989,4.26,0.803,0.078,1842,599.11,0.151,0.573,0.813,0.531,20.1,12.6,2,525.0,551,Medium,True,True,5991.1,16.8,132,-0.02,0.07
GRB_004263,Indonesia,Medan,Motorcycle,3.2,2025-05-25,0.95,5.0,0.736,0.085,696,602.46,0.265,0.361,0.195,0.54,24.6,10.4,1,,578,Medium,True,True,6024.57,13.6,118,-0.11,-0.02
GRB_004264,Indonesia,Bandung,Motorcycle,1.8,2025-07-05,0.91,4.65,0.849,0.138,396,541.89,0.27,0.27,0.206,0.534,20.2,5.5,0,,543,Medium,True,True,5418.88,14.9,123,-0.2,-0.09
GRB_004265,Indonesia,Surabaya,Motorcycle,6.2,2025-02-23,0.826,3.94,0.509,0.078,1111,386.41,0.37,0.358,0.68,0.326,16.2,2.9,1,529.0,498,High,False,False,1932.06,19.6,74,0.05,0.04
GRB_004268,Indonesia,Bandung,Motorcycle,4.6,2025-04-12,0.947,4.47,0.839,0.146,1012,568.45,0.305,0.372,0.817,0.433,24.4,14.0,1,,561,Medium,True,False,5684.5,12.7,137,-0.21,-0.01
GRB_004269,Indonesia,Bandung,Motorcycle,23.9,2023-09-12,0.825,4.11,0.706,0.098,4293,700.42,0.292,0.51,0.468,0.421,17.5,7.3,7,,555,Medium,True,True,7004.21,12.3,62,-0.03,0.02
GRB_004270,Indonesia,Surabaya,Car,25.2,2023-08-03,0.962,4.86,1.0,0.021,6548,2259.05,0.147,0.234,0.485,0.744,28.5,8.4,6,,698,Low,True,True,33885.69,11.6,204,-0.02,-0.11
GRB_004273,Indonesia,Jakarta,Motorcycle,7.7,2025-01-10,0.9,4.81,1.0,0.078,1989,1302.52,0.219,0.132,0.316,0.541,30.0,4.7,2,483.0,648,Medium,True,True,13025.19,14.2,187,-0.17,-0.36
GRB_004275,Indonesia,Jakarta,Car,7.7,2025-01-08,0.92,4.62,0.596,0.084,1695,1156.53,0.197,0.188,0.792,0.612,21.9,21.5,3,,618,Medium,True,True,11565.27,15.9,123,-0.12,0.05
GRB_004278,Indonesia,Bandung,Motorcycle,1.2,2025-07-23,0.933,4.44,0.97,0.124,259,626.33,0.234,0.671,0.199,0.325,21.8,0.6,1,,538,Medium,True,True,6263.33,16.0,149,-0.03,0.08
GRB_004282,Indonesia,Medan,Car,23.8,2023-09-12,0.946,4.62,1.0,0.083,6197,1698.51,0.17,0.837,0.949,0.617,28.0,20.8,10,,686,Low,True,True,25477.69,8.1,201,0.03,-0.04
GRB_004283,Indonesia,Surabaya,Motorcycle,16.1,2024-05-03,0.892,4.32,1.0,0.089,3533,725.44,0.253,0.247,0.731,0.457,24.2,4.1,5,508.0,544,Medium,True,True,7254.45,13.1,140,0.12,0.05
GRB_004284,Indonesia,Surabaya,Motorcycle,5.8,2025-03-05,0.93,4.36,0.817,0.073,1286,609.67,0.314,0.49,0.488,0.458,25.6,18.8,2,,552,Medium,True,True,6096.72,14.6,122,-0.07,-0.06
GRB_004285,Indonesia,Jakarta,Car,5.4,2025-03-18,0.838,4.08,0.561,0.131,978,902.18,0.427,0.518,0.648,0.321,20.7,14.4,1,,509,Medium,True,True,9021.85,16.5,57,0.08,0.23
GRB_004287,Indonesia,Surabaya,Motorcycle,16.4,2024-04-22,0.92,4.68,1.0,0.023,4268,1255.52,0.108,0.485,0.46,0.545,28.1,21.7,10,,646,Medium,True,False,12555.23,14.5,165,0.07,0.17
GRB_004288,Indonesia,Medan,Both,28.4,2023-04-27,0.92,4.45,0.863,0.135,6258,1584.78,0.236,0.386,0.758,0.584,17.3,3.0,10,,663,Low,True,True,23771.65,9.4,123,0.15,-0.0
GRB_004289,Indonesia,Jakarta,Car,14.0,2024-07-03,0.974,4.8,1.0,0.007,3649,1537.58,0.247,0.141,0.46,0.471,23.2,0.9,2,,618,Medium,True,True,15375.82,12.4,219,-0.01,0.13
GRB_004290,Indonesia,Surabaya,Motorcycle,18.3,2024-02-25,0.842,4.19,0.633,0.079,3297,651.24,0.468,0.361,0.804,0.52,16.8,2.9,5,,513,Medium,True,False,6512.43,16.9,63,0.14,-0.26
GRB_004294,Indonesia,Surabaya,Motorcycle,30.7,2023-02-20,0.99,4.66,0.848,0.097,7969,1544.51,0.103,0.135,0.247,0.683,26.0,26.7,19,,680,Low,True,True,23167.68,10.2,215,-0.08,0.2
GRB_004296,Indonesia,Surabaya,Car,3.3,2025-05-21,0.863,4.05,0.608,0.104,589,888.54,0.352,0.753,0.443,0.341,19.0,1.3,2,,506,Medium,True,False,8885.41,15.1,67,0.14,-0.01
GRB_004297,Indonesia,Bandung,Motorcycle,15.2,2024-05-30,0.963,4.7,0.951,0.036,3939,1088.02,0.165,0.589,0.718,0.495,25.0,3.6,5,,625,Medium,True,True,10880.17,12.4,213,0.06,0.14
GRB_004299,Indonesia,Medan,Motorcycle,2.4,2025-06-15,0.807,4.23,0.451,0.097,439,390.56,0.495,0.156,0.461,0.283,16.5,14.7,0,464.0,465,High,True,False,1952.82,21.8,65,-0.03,-0.09
GRB_004301,Indonesia,Jakarta,Car,10.4,2024-10-20,0.891,4.44,0.945,0.059,2285,1624.06,0.259,0.947,0.521,0.382,24.8,24.1,6,,615,Medium,True,True,16240.58,13.0,125,-0.08,0.25
GRB_004303,Indonesia,Medan,Car,10.0,2024-10-30,0.945,4.68,0.997,0.018,2208,1507.08,0.244,0.662,0.957,0.313,22.9,5.4,2,,625,Medium,True,True,15070.85,16.4,132,-0.13,-0.31
GRB_004304,Indonesia,Jakarta,Motorcycle,5.2,2025-03-26,0.888,4.48,0.759,0.16,1136,654.4,0.254,0.202,0.93,0.489,19.7,5.5,2,,539,Medium,True,True,6544.02,13.6,131,0.2,0.03
GRB_004305,Indonesia,Jakarta,Both,9.6,2024-11-11,0.905,4.26,0.84,0.085,1734,1115.15,0.328,0.15,0.528,0.291,17.0,2.3,2,577.0,556,Medium,True,True,11151.55,16.8,71,0.01,-0.08
GRB_004306,Indonesia,Jakarta,Car,17.6,2024-03-18,0.958,4.63,1.0,0.082,4570,1688.57,0.137,0.382,0.867,0.574,27.9,1.0,5,,692,Low,True,True,25328.56,8.9,200,-0.13,0.05
GRB_004308,Indonesia,Bandung,Motorcycle,6.5,2025-02-13,0.968,4.59,0.955,0.102,1699,891.4,0.129,0.609,0.446,0.607,26.6,8.0,1,507.0,643,Medium,True,True,8914.02,12.0,192,-0.03,0.09
GRB_004309,Indonesia,Jakarta,Motorcycle,8.2,2024-12-24,0.942,4.87,1.0,0.124,2133,888.22,0.104,0.281,0.285,0.63,21.0,3.7,3,458.0,587,Medium,True,True,8882.16,12.6,205,-0.03,0.18
GRB_004311,Indonesia,Medan,Car,5.9,2025-03-03,0.938,4.21,0.909,0.111,1299,914.5,0.285,0.217,0.504,0.476,22.3,3.7,1,,558,Medium,True,True,9145.02,14.7,150,-0.1,-0.23
GRB_004312,Indonesia,Surabaya,Both,9.0,2024-11-29,0.876,4.28,0.75,0.035,1626,1056.24,0.354,0.405,0.047,0.434,21.8,19.0,2,589.0,541,Medium,True,False,10562.45,17.2,68,-0.11,-0.15
GRB_004313,Indonesia,Surabaya,Motorcycle,20.4,2023-12-26,1.002,4.95,1.0,0.051,5296,1070.99,0.156,0.34,0.794,0.736,24.8,7.4,6,599.0,630,Medium,True,True,10709.91,14.0,221,-0.02,0.11
GRB_004316,Indonesia,Medan,Car,6.2,2025-02-23,0.955,4.48,0.647,0.114,1361,1188.42,0.298,0.414,0.182,0.473,26.8,7.1,1,,601,Medium,True,True,11884.16,17.1,134,-0.08,0.03
GRB_004318,Indonesia,Jakarta,Car,36.3,2022-09-04,0.984,4.77,1.0,0.143,9438,2128.0,0.197,0.271,0.692,0.804,24.9,13.2,10,638.0,712,Low,True,True,31920.07,11.7,218,-0.22,-0.21
GRB_004319,Indonesia,Surabaya,Car,4.0,2025-04-30,0.879,4.2,0.717,0.069,720,724.95,0.409,0.506,0.633,0.246,19.8,8.8,0,645.0,492,High,True,False,3624.73,19.2,79,-0.05,-0.06
GRB_004320,Indonesia,Medan,Car,9.7,2024-11-10,0.923,4.62,0.879,0.12,2129,1266.83,0.313,0.535,0.361,0.358,27.0,0.7,5,,588,Medium,True,False,12668.28,14.2,153,-0.06,-0.12
GRB_004321,Indonesia,Medan,Car,16.3,2024-04-24,0.902,4.42,0.897,0.076,3596,1427.62,0.231,0.212,0.418,0.468,25.9,12.8,4,580.0,604,Medium,True,False,14276.15,14.8,135,-0.02,-0.13
GRB_004333,Indonesia,Medan,Car,5.2,2025-03-24,0.901,4.45,0.722,0.0,1151,1851.21,0.283,0.901,0.212,0.6,26.2,1.6,0,694.0,608,Medium,True,True,18512.06,13.3,144,-0.01,-0.01
GRB_004338,Indonesia,Jakarta,Motorcycle,21.0,2023-12-06,0.952,4.72,0.975,0.017,5468,1116.35,0.186,0.32,0.668,0.87,24.9,5.2,4,497.0,659,Low,True,True,16745.21,8.9,189,0.09,-0.13
GRB_004340,Indonesia,Bandung,Car,12.7,2024-08-13,0.991,4.69,0.923,0.111,3290,1974.74,0.14,0.307,0.526,0.54,25.5,6.6,5,630.0,663,Low,True,True,29621.09,11.5,214,-0.2,-0.04
GRB_004341,Indonesia,Bandung,Both,9.1,2024-11-27,0.911,4.62,1.0,0.047,2003,1804.7,0.223,0.515,0.567,0.517,22.4,1.7,2,,606,Medium,True,True,18046.99,16.7,154,-0.05,0.07
GRB_004342,Indonesia,Medan,Motorcycle,4.7,2025-04-09,0.921,4.48,0.503,0.068,1027,542.96,0.138,0.606,0.168,0.303,19.5,10.3,0,,529,Medium,True,True,5429.56,12.3,118,0.03,0.13
GRB_004344,Indonesia,Jakarta,Car,21.2,2023-12-01,0.916,4.98,0.891,0.039,5504,1623.74,0.104,0.478,0.513,0.525,25.0,4.7,3,,674,Low,True,True,24356.15,8.7,192,0.19,-0.08
GRB_004345,Indonesia,Medan,Motorcycle,2.2,2025-06-22,0.928,4.75,0.762,0.122,490,444.28,0.216,0.518,0.706,0.377,24.6,19.7,0,652.0,557,Medium,True,True,4442.83,16.9,149,0.06,-0.13
GRB_004346,Indonesia,Surabaya,Car,6.2,2025-02-23,1.001,4.76,0.94,0.056,1604,1497.07,0.18,0.437,0.397,0.608,26.2,13.5,2,,653,Low,True,True,22456.11,10.9,179,-0.02,0.12
GRB_004348,Indonesia,Surabaya,Motorcycle,14.0,2024-07-04,0.813,4.0,0.789,0.04,2517,643.08,0.359,0.764,0.592,0.402,19.4,1.9,1,572.0,502,Medium,True,False,6430.78,14.2,63,-0.1,-0.02
GRB_004349,Indonesia,Bandung,Both,5.0,2025-03-31,0.861,4.47,0.868,0.13,1095,982.97,0.286,0.114,0.477,0.244,20.6,15.3,1,611.0,547,Medium,True,True,9829.7,13.9,148,0.11,-0.25
GRB_004352,Indonesia,Bandung,Car,31.1,2023-02-07,0.989,4.75,1.0,0.084,8084,2107.44,0.146,0.356,0.71,0.8,30.0,3.8,13,,716,Low,True,True,31611.66,9.7,211,0.29,-0.23
GRB_004353,Indonesia,Surabaya,Motorcycle,5.1,2025-03-27,0.946,4.36,0.679,0.039,1126,627.59,0.217,0.278,0.826,0.638,25.0,3.2,3,613.0,543,Medium,True,True,6275.88,15.7,141,0.03,-0.2
GRB_004354,Indonesia,Surabaya,Motorcycle,3.2,2025-05-25,0.879,4.6,0.816,0.011,695,725.23,0.237,0.232,0.526,0.188,20.5,15.3,2,,542,Medium,True,False,7252.32,16.6,107,-0.05,0.05
GRB_004357,Indonesia,Jakarta,Car,17.1,2024-04-01,1.031,4.69,1.0,0.046,4455,1502.51,0.088,0.325,0.654,0.655,26.3,1.5,5,,672,Low,True,True,22537.64,8.4,196,0.08,-0.2
GRB_004359,Indonesia,Surabaya,Motorcycle,9.0,2024-11-30,0.843,3.94,0.765,0.091,1625,526.16,0.417,0.433,0.378,0.372,18.4,23.0,2,,530,Medium,True,True,5261.65,14.4,70,-0.05,-0.05
GRB_004360,Indonesia,Jakarta,Motorcycle,10.8,2024-10-08,0.834,4.09,0.723,0.098,1940,581.72,0.316,0.741,0.713,0.413,17.5,18.7,2,567.0,530,Medium,True,False,5817.18,12.8,78,0.06,0.3
GRB_004363,Indonesia,Surabaya,Motorcycle,2.5,2025-06-12,0.811,4.19,0.458,0.075,456,417.2,0.365,0.515,0.816,0.501,21.8,9.8,1,,504,Medium,True,False,4172.02,14.9,81,-0.03,-0.02
GRB_004366,Indonesia,Bandung,Motorcycle,9.1,2024-11-29,0.912,4.66,0.859,0.054,1992,680.08,0.253,0.516,0.934,0.599,25.1,3.2,3,510.0,587,Medium,True,True,6800.76,13.0,141,0.15,-0.06
GRB_004373,Indonesia,Bandung,Both,1.0,2025-07-28,0.931,4.66,0.874,0.077,223,905.7,0.217,0.126,0.307,0.405,17.2,4.1,1,,554,Medium,True,True,9056.98,13.3,122,0.08,0.15
GRB_004374,Indonesia,Medan,Motorcycle,1.0,2025-07-29,0.874,4.47,0.562,0.035,219,474.99,0.277,0.595,0.735,0.322,22.8,6.9,0,,484,High,False,False,2374.96,23.6,126,0.0,0.22
GRB_004375,Indonesia,Surabaya,Car,11.6,2024-09-15,0.948,4.74,0.893,0.109,3006,2164.02,0.188,0.364,0.477,0.667,24.8,26.3,1,,648,Medium,True,False,21640.17,13.9,185,0.2,-0.09
GRB_004377,Indonesia,Surabaya,Motorcycle,4.8,2025-04-05,0.899,4.29,0.797,0.118,1063,754.11,0.178,0.82,0.754,0.69,20.7,15.7,3,558.0,572,Medium,True,True,7541.13,12.8,157,-0.18,-0.1
GRB_004382,Indonesia,Bandung,Car,10.2,2024-10-27,0.989,4.89,0.952,0.063,2641,1576.95,0.287,0.896,0.624,0.584,15.9,2.6,3,739.0,600,Medium,True,True,15769.5,15.5,190,-0.09,0.17
GRB_004385,Indonesia,Surabaya,Car,14.6,2024-06-17,0.957,4.32,0.82,0.075,3204,1839.42,0.336,0.793,0.621,0.641,18.4,2.0,3,,604,Medium,True,True,18394.18,17.9,114,0.05,0.04
GRB_004387,Indonesia,Jakarta,Motorcycle,11.4,2024-09-19,1.01,4.68,1.0,0.002,2971,1297.94,0.096,0.492,0.769,0.537,23.3,19.1,2,549.0,622,Medium,True,True,12979.44,13.2,204,-0.09,0.13
GRB_004388,Indonesia,Jakarta,Motorcycle,17.0,2024-04-05,0.887,4.45,1.0,0.037,3733,712.27,0.42,0.272,0.342,0.626,21.0,12.1,5,493.0,582,Medium,True,True,7122.65,16.3,125,0.04,-0.01
GRB_004389,Indonesia,Medan,Motorcycle,2.1,2025-06-25,0.944,4.85,0.771,0.096,551,1106.71,0.135,0.687,0.653,0.543,25.6,1.1,5,627.0,618,Medium,True,True,11067.14,14.8,169,-0.07,-0.21
GRB_004392,Indonesia,Jakarta,Car,3.3,2025-05-19,0.961,4.23,0.668,0.097,736,1394.17,0.246,0.388,0.509,0.505,21.8,3.2,0,709.0,573,Medium,True,True,13941.73,14.2,154,-0.2,0.11
GRB_004393,Indonesia,Surabaya,Motorcycle,12.7,2024-08-13,0.928,4.24,0.858,0.152,2787,323.67,0.229,0.861,0.456,0.419,22.3,21.6,4,488.0,521,Medium,True,False,3236.7,15.1,161,-0.02,-0.11
GRB_004394,Indonesia,Jakarta,Motorcycle,12.4,2024-08-22,0.946,4.94,1.0,0.046,3215,1272.03,0.05,0.218,0.607,0.508,26.7,8.3,8,,633,Medium,True,True,12720.26,13.4,206,0.03,-0.1
GRB_004395,Indonesia,Bandung,Motorcycle,2.3,2025-06-21,0.821,4.32,0.69,0.014,406,427.46,0.351,0.466,0.515,0.231,18.7,4.6,1,,495,High,False,False,2137.29,20.1,52,0.15,0.14
GRB_004396,Indonesia,Surabaya,Motorcycle,28.3,2023-04-30,0.865,3.7,0.683,0.051,5102,468.21,0.527,0.548,0.95,0.485,21.6,13.5,9,696.0,535,Medium,True,False,4682.1,15.7,53,0.03,0.3
